"Journal Data Filtered By:  Selected JCR Year: 2019 Selected Editions: SCIE,SSCI Selected Categories: 'ZOOLOGY' Selected Category Scheme: WoS",,,,,,,,,,,,,,,,
Rank,Full Journal Title,JCR Abbreviated Title,ISSN,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,5-Year Impact Factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-life,Eigenfactor Score,Article Influence Score,% Articles in Citable Items,Average Journal Impact Factor Percentile,Normalized Eigenfactor
16,Integrative Zoology,INTEGR ZOOL,1749-4877,"1,056",2.514,2.410,2.362,0.872,47,5.2,12.0,0.002340,0.756,93.62,90.774,0.28632
17,JOURNAL OF MAMMALIAN EVOLUTION,J MAMM EVOL,1064-7554,941,2.500,2.382,2.462,1.139,36,7.1,14.2,0.001510,0.827,100.00,90.179,0.18483
18,JOURNAL OF THERMAL BIOLOGY,J THERM BIOL,0306-4565,"4,157",2.361,1.997,2.411,0.418,232,7.4,11.2,0.005170,0.560,96.55,74.630,0.63117
19,Current Zoology,CURR ZOOL,1674-5507,"1,692",2.351,2.209,2.665,0.907,75,4.8,11.9,0.004300,0.879,98.67,88.988,0.52540
20,AMERICAN MUSEUM NOVITATES,AM MUS NOVIT,0003-0082,"2,312",2.313,2.042,1.627,0.480,25,23.2,19.5,0.000860,0.541,100.00,77.671,0.10502
21,BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,BEHAV ECOL SOCIOBIOL,0340-5443,"11,921",2.277,2.074,2.287,0.827,162,13.2,11.5,0.009320,0.773,90.74,64.805,1.13716
22,PHYSIOLOGICAL AND BIOCHEMICAL ZOOLOGY,PHYSIOL BIOCHEM ZOOL,1522-2152,"3,033",2.250,2.096,2.282,0.679,53,10.8,11.2,0.002650,0.739,96.23,65.515,0.32334
23,BIOACOUSTICS-THE INTERNATIONAL JOURNAL OF ANIMAL SOUND AND ITS RECORDING,BIOACOUSTICS,0952-4622,668,2.222,2.000,1.833,0.806,36,11.1,12.6,0.000700,0.547,100.00,86.607,0.08587
23,WILDLIFE MONOGRAPHS,WILDLIFE MONOGR,0084-0173,877,2.222,2.222,5.300,0.750,4,26.9,15.6,0.000460,1.857,100.00,70.536,0.05720
25,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY B-BIOCHEMISTRY & MOLECULAR BIOLOGY,COMP BIOCHEM PHYS B,1096-4959,"6,864",2.219,2.107,2.046,0.485,101,15.9,11.4,0.002730,0.456,100.00,57.102,0.33405
26,JOURNAL OF WILDLIFE MANAGEMENT,J WILDLIFE MANAGE,0022-541X,"10,794",2.215,1.817,2.231,0.658,149,13.7,12.4,0.005640,0.651,96.64,69.345,0.68860
27,INVERTEBRATE SYSTEMATICS,INVERTEBR SYST,1445-5226,"1,125",2.200,2.090,2.242,0.559,34,7.6,13.6,0.001800,0.722,100.00,64.613,0.22036
28,JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH,J ZOOL SYST EVOL RES,0947-5745,"1,173",2.159,1.942,2.321,0.930,71,8.5,11.7,0.001420,0.709,97.18,63.315,0.17371
29,ORGANISMS DIVERSITY & EVOLUTION,ORG DIVERS EVOL,1439-6092,"1,512",2.153,2.071,2.242,0.625,32,7.5,12.7,0.002100,0.749,93.75,62.018,0.25730
30,BMC Zoology,BMC ZOOL,****-****,87,2.115,2.115,2.529,0.100,10,Not Available,12.9,0.000380,0.886,100.00,82.440,0.04637
31,Zoological Letters,ZOOL LETT,2056-306X,293,2.075,1.887,2.442,0.486,35,3.3,12.4,0.001290,0.905,97.14,81.845,0.15760
32,JOURNAL OF INVERTEBRATE PATHOLOGY,J INVERTEBR PATHOL,0022-2011,"6,128",2.074,1.864,2.514,0.578,109,9.6,10.8,0.004910,0.602,93.58,81.250,0.59919
33,AMERICAN JOURNAL OF PRIMATOLOGY,AM J PRIMATOL,0275-2565,"4,621",2.067,1.812,2.165,0.418,91,10.4,10.1,0.004880,0.718,95.60,80.655,0.59601
34,Journal of Comparative Physiology B-Biochemical Systems and Environmental Physiology,J COMP PHYSIOL B,0174-1578,"3,768",2.042,1.929,2.070,0.552,58,10.8,14.4,0.002830,0.560,98.28,58.857,0.34583
35,ANIMAL WELFARE,ANIM WELFARE,0962-7286,"2,571",2.041,1.918,2.112,1.067,45,11.3,10.1,0.001220,0.452,93.33,80.401,0.14899
36,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY,COMP BIOCHEM PHYS A,1095-6433,"10,391",1.966,1.781,2.211,0.724,181,13.4,11.7,0.005190,0.559,94.48,45.781,0.63417
37,Journal of Experimental Zoology Part A-Ecological and Integrative Physiology,J EXP ZOOL PART A,2471-5638,"1,659",1.917,1.783,1.560,0.480,50,9.4,13.3,0.001780,0.446,96.00,78.274,0.21722
38,JOURNAL OF EXPERIMENTAL ZOOLOGY PART B-MOLECULAR AND DEVELOPMENTAL EVOLUTION,J EXP ZOOL PART B,1552-5007,"1,385",1.897,1.816,2.026,0.417,24,9.0,11.7,0.002170,0.750,100.00,46.535,0.26589
39,JOURNAL OF MAMMALOGY,J MAMMAL,0022-2372,"8,779",1.891,1.502,2.270,0.694,147,14.6,12.4,0.005630,0.648,100.00,77.083,0.68741
40,BRAIN BEHAVIOR AND EVOLUTION,BRAIN BEHAV EVOLUT,0006-8977,"2,264",1.875,1.847,2.103,0.875,16,15.2,11.1,0.001960,0.796,100.00,41.494,0.23923
41,INTERNATIONAL JOURNAL OF PRIMATOLOGY,INT J PRIMATOL,0164-0291,"3,112",1.858,1.646,1.723,0.838,37,13.1,11.9,0.001870,0.521,100.00,75.893,0.22866
42,BEHAVIOURAL PROCESSES,BEHAV PROCESS,0376-6357,"4,689",1.846,1.743,1.785,0.777,148,8.0,13.5,0.006950,0.555,97.97,47.856,0.84847
43,ICHTHYOLOGICAL EXPLORATION OF FRESHWATERS,ICHTHYOL EXPLOR FRES,0936-9902,528,1.786,1.786,1.042,Not Available,0,12.4,Not Available,0.000590,0.398,Not Available,69.663,0.07235
44,JOURNAL OF EXPERIMENTAL PSYCHOLOGY-ANIMAL LEARNING AND COGNITION,J EXP PSYCHOL-ANIM L,2329-8456,"2,136",1.778,1.254,1.943,0.441,34,16.2,14.1,0.001300,0.591,85.29,41.856,0.15932
45,Neotropical Ichthyology,NEOTROP ICHTHYOL,1679-6225,"1,635",1.741,1.570,1.504,0.143,56,8.0,12.4,0.001910,0.431,98.21,73.512,0.23417
46,JOURNAL OF ZOOLOGY,J ZOOL,0952-8369,"8,678",1.724,1.673,1.922,0.368,87,18.6,11.8,0.003730,0.593,96.55,72.917,0.45581
47,REPRODUCTION FERTILITY AND DEVELOPMENT,REPROD FERT DEVELOP,1031-3613,"4,025",1.718,1.624,1.923,0.539,178,7.5,10.8,0.004610,0.453,92.70,36.190,0.56296
48,ZOOLOGY,ZOOLOGY,0944-2006,"1,735",1.681,1.659,1.839,0.361,36,9.4,13.5,0.002120,0.566,88.89,71.726,0.25983
49,WILDLIFE RESEARCH,WILDLIFE RES,1035-3712,"2,811",1.669,1.537,1.833,0.191,68,11.5,11.6,0.002350,0.544,95.59,55.357,0.28679
50,HERPETOLOGICAL MONOGRAPHS,HERPETOL MONOGR,0733-1347,322,1.667,1.667,1.964,Not Available,0,16.8,Not Available,0.000250,0.730,Not Available,70.536,0.03150
51,European Zoological Journal,EUR ZOOL J,2475-0263,161,1.656,1.484,1.656,0.167,42,2.2,13.1,0.000450,0.390,95.24,69.940,0.05591
52,MARINE MAMMAL SCIENCE,MAR MAMMAL SCI,0824-0469,"3,613",1.651,1.477,1.915,0.744,78,11.8,13.3,0.002980,0.556,100.00,64.154,0.36387
53,Zebrafish,ZEBRAFISH,1545-8547,"1,496",1.642,1.564,2.037,0.413,46,5.8,8.9,0.002680,0.558,97.83,42.302,0.32759
54,MAMMALIAN BIOLOGY,MAMM BIOL,1616-5047,"1,614",1.595,1.468,1.735,0.411,107,6.6,11.3,0.002500,0.511,96.26,68.155,0.30605
55,PRIMATES,PRIMATES,0032-8332,"1,954",1.590,1.362,1.455,0.509,53,16.5,11.9,0.001330,0.396,96.23,67.560,0.16232
56,EXPERIMENTAL ANIMALS,EXP ANIM TOKYO,1341-1357,"1,121",1.574,1.475,1.602,0.316,57,8.6,9.3,0.001290,0.410,91.23,68.165,0.15850
57,JOURNAL OF HELMINTHOLOGY,J HELMINTHOL,0022-149X,"2,019",1.540,1.386,1.442,1.000,93,9.5,12.5,0.002360,0.413,92.47,51.774,0.28809
58,SALAMANDRA,SALAMANDRA,0036-3375,406,1.532,1.435,1.359,0.273,22,7.1,13.8,0.000650,0.396,95.45,65.774,0.07996
59,JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY,J COMP PHYSIOL A,0340-7594,"5,007",1.516,1.404,1.944,0.493,71,16.3,14.6,0.003390,0.658,90.14,27.947,0.41447
60,LABORATORY ANIMALS,LAB ANIM-UK,0023-6772,"2,345",1.495,1.423,2.192,0.489,47,12.0,9.2,0.002120,0.649,91.49,65.214,0.25983
61,JOURNAL OF NEMATOLOGY,J NEMATOL,0022-300X,"2,719",1.470,1.320,1.762,0.184,49,21.0,13.3,0.001320,0.508,100.00,63.988,0.16107
62,ETHOLOGY,ETHOLOGY,0179-1613,"4,291",1.467,1.390,1.524,0.287,101,12.7,13.6,0.003470,0.512,98.02,38.908,0.42416
63,JOURNAL OF MOLLUSCAN STUDIES,J MOLLUS STUD,0260-1230,"1,887",1.461,1.412,1.554,0.262,42,13.1,14.0,0.001640,0.444,100.00,56.635,0.20110
64,HYSTRIX-Italian Journal of Mammalogy,HYSTRIX,0394-1914,836,1.449,1.372,1.913,0.182,11,6.3,12.3,0.001160,0.571,100.00,62.202,0.14162
65,AMPHIBIA-REPTILIA,AMPHIBIA-REPTILIA,0173-5373,"1,514",1.408,1.327,1.340,0.356,45,12.5,11.3,0.001200,0.407,91.11,61.607,0.14725
66,INVERTEBRATE BIOLOGY,INVERTEBR BIOL,1077-8306,791,1.406,1.266,1.314,0.235,34,10.9,14.8,0.000760,0.381,100.00,53.855,0.09322
67,JOURNAL OF ETHOLOGY,J ETHOL,0289-0771,824,1.400,1.215,1.278,0.233,43,9.6,14.8,0.000740,0.372,97.67,36.458,0.09042
68,European Journal of Taxonomy,EUR J TAXON,2118-9773,600,1.393,1.328,1.167,0.306,98,2.7,19.2,0.002210,0.424,91.84,53.473,0.27005
69,South American Journal of Herpetology,S AM J HERPETOL,1808-9798,407,1.388,1.286,1.320,0.160,25,7.3,16.7,0.000680,0.443,100.00,59.226,0.08316
70,EUROPEAN JOURNAL OF WILDLIFE RESEARCH,EUR J WILDLIFE RES,1612-4642,"1,912",1.381,1.284,1.539,0.264,106,7.0,10.8,0.002740,0.451,94.34,43.155,0.33504
71,ACTA ZOOLOGICA,ACTA ZOOL-STOCKHOLM,0001-7272,"1,257",1.375,1.194,1.329,0.333,36,12.3,17.7,0.000940,0.358,88.89,44.494,0.11569
72,ZOOLOGISCHER ANZEIGER,ZOOL ANZ,0044-5231,"2,084",1.366,1.314,1.564,0.616,86,18.8,14.2,0.002060,0.511,96.51,57.440,0.25248
73,Mammal Research,MAMMAL RES,2199-2401,299,1.356,1.267,1.531,0.475,59,3.0,12.0,0.001100,0.494,94.92,56.845,0.13462
74,JOURNAL OF COMPARATIVE PSYCHOLOGY,J COMP PSYCHOL,0735-7036,"2,744",1.346,1.269,1.851,0.388,49,16.3,11.9,0.001530,0.600,100.00,34.398,0.18671
75,LEARNING & BEHAVIOR,LEARN BEHAV,1543-4494,893,1.342,1.304,1.379,0.630,27,8.8,14.1,0.001110,0.500,85.19,25.914,0.13628
76,HERPETOLOGICA,HERPETOLOGICA,0018-0831,"2,524",1.284,1.216,1.358,0.281,32,26.7,15.3,0.001090,0.448,100.00,55.060,0.13310
77,WILDLIFE BIOLOGY,WILDLIFE BIOL,0909-6396,"1,441",1.258,1.202,1.596,0.225,40,10.9,11.2,0.001340,0.514,97.50,39.881,0.16468
78,ZOOLOGICAL STUDIES,ZOOL STUD,1021-5506,"1,330",1.257,0.871,1.219,0.341,44,9.4,12.6,0.001260,0.355,97.73,53.869,0.15462
79,JOURNAL OF CRUSTACEAN BIOLOGY,J CRUSTACEAN BIOL,0278-0372,"2,576",1.254,1.138,1.166,0.395,86,15.4,17.5,0.001880,0.338,96.51,46.684,0.22969
80,CANADIAN JOURNAL OF ZOOLOGY,CAN J ZOOL,0008-4301,"11,382",1.243,1.187,1.645,0.336,140,21.8,13.6,0.003990,0.534,98.57,52.679,0.48695
81,CONTRIBUTIONS TO ZOOLOGY,CONTRIB ZOOL,1383-4517,513,1.242,1.121,2.079,0.286,14,8.0,14.8,0.000780,0.702,92.86,52.083,0.09630
82,Journal of the American Association for Laboratory Animal Science,J AM ASSOC LAB ANIM,1559-6109,"1,657",1.235,0.987,1.615,0.296,81,7.3,10.2,0.002220,0.437,100.00,54.089,0.27104
83,ANIMAL BIOLOGY,ANIM BIOL,1570-7555,445,1.204,0.926,1.058,0.875,32,7.9,11.4,0.000380,0.219,93.75,50.893,0.04680
84,ZOOMORPHOLOGY,ZOOMORPHOLOGY,0720-213X,"1,021",1.200,1.094,1.471,0.238,42,12.6,15.5,0.001200,0.457,100.00,38.244,0.14652
85,NEMATOLOGY,NEMATOLOGY,1388-5545,"1,950",1.188,0.844,1.194,0.506,83,10.4,15.7,0.001670,0.303,100.00,49.702,0.20426
86,Vertebrate Zoology,VERTEBR ZOOL,1864-5755,208,1.167,1.111,1.089,0.667,15,4.9,13.6,0.000470,0.338,100.00,49.107,0.05830
87,COPEIA,COPEIA,0045-8511,"5,730",1.160,1.099,1.331,0.277,65,26.1,13.6,0.002150,0.451,98.46,48.512,0.26272
88,FOLIA PRIMATOLOGICA,FOLIA PRIMATOL,0015-5713,"1,357",1.148,1.093,1.178,0.286,28,24.7,14.3,0.000630,0.372,100.00,47.917,0.07731
89,ZooKeys,ZOOKEYS,1313-2989,"5,138",1.137,0.982,1.155,0.410,553,4.8,18.6,0.011890,0.359,88.25,47.321,1.45105
90,AMPHIBIAN & REPTILE CONSERVATION,AMPHIB REPTILE CONSE,1083-446X,144,1.133,1.067,1.162,0.462,13,5.2,12.0,0.000340,0.368,100.00,46.726,0.04191
91,COMPARATIVE MEDICINE,COMPARATIVE MED,1532-0820,"1,419",1.067,0.950,1.063,0.135,52,10.3,9.7,0.001260,0.334,94.23,46.481,0.15471
92,Asian Herpetological Research,ASIAN HERPETOL RES,2095-0357,269,1.052,0.948,1.063,0.192,26,4.9,10.6,0.000620,0.310,100.00,45.536,0.07599
93,Comparative Cytogenetics,COMP CYTOGENET,1993-0771,337,1.036,0.723,1.049,0.194,31,4.6,11.9,0.000580,0.229,96.77,28.130,0.07188
94,JOURNAL OF NATURAL HISTORY,J NAT HIST,0022-2933,"3,334",1.032,0.940,0.959,0.207,145,14.0,16.3,0.002860,0.317,97.24,29.957,0.34992
95,ETHOLOGY ECOLOGY & EVOLUTION,ETHOL ECOL EVOL,0394-9370,932,1.022,0.978,1.384,0.410,39,12.5,13.4,0.000890,0.401,100.00,25.240,0.10946
96,BEHAVIOUR,BEHAVIOUR,0005-7959,"4,963",1.019,0.971,1.449,0.541,61,21.0,12.4,0.002450,0.511,95.08,23.981,0.29997
97,CHELONIAN CONSERVATION AND BIOLOGY,CHELONIAN CONSERV BI,1071-8443,761,1.016,0.969,1.079,0.121,33,10.7,12.0,0.000620,0.300,96.97,42.560,0.07574
98,ACTA CHIROPTEROLOGICA,ACTA CHIROPTEROL,1508-1109,824,1.000,0.899,1.237,0.105,19,9.5,13.1,0.000850,0.355,100.00,41.964,0.10376
98,ACTA ETHOLOGICA,ACTA ETHOL,0873-9749,433,1.000,0.933,1.294,0.296,27,6.9,12.9,0.000710,0.394,100.00,22.424,0.08675
98,BELGIAN JOURNAL OF ZOOLOGY,BELG J ZOOL,0777-6276,390,1.000,1.000,0.968,0.250,8,14.3,13.4,0.000200,0.267,100.00,41.964,0.02546
98,NAUTILUS,NAUTILUS,0028-1344,475,1.000,0.970,0.931,0.083,12,25.8,25.5,0.000270,0.250,100.00,36.784,0.03348
102,NEW ZEALAND JOURNAL OF ZOOLOGY,NEW ZEAL J ZOOL,0301-4223,928,0.980,0.900,0.817,0.500,26,20.8,14.2,0.000440,0.269,100.00,39.583,0.05430
103,JOURNAL OF HERPETOLOGY,J HERPETOL,0022-1511,"3,349",0.971,0.942,1.015,0.310,42,17.7,14.5,0.001580,0.318,100.00,38.988,0.19349
104,ANNALES ZOOLOGICI FENNICI,ANN ZOOL FENN,0003-455X,"1,600",0.956,0.933,1.204,0.059,17,17.5,11.9,0.000770,0.416,100.00,27.083,0.09422
105,STUDIES ON NEOTROPICAL FAUNA AND ENVIRONMENT,STUD NEOTROP FAUNA E,0165-0521,626,0.943,0.943,0.830,0.222,27,15.0,12.6,0.000430,0.256,100.00,37.798,0.05331
105,ZOO BIOLOGY,ZOO BIOL,0733-3188,"2,087",0.943,0.857,1.245,0.611,54,12.5,11.8,0.001020,0.263,94.44,38.441,0.12558
107,MOLLUSCAN RESEARCH,MOLLUSCAN RES,1323-5818,317,0.938,0.828,0.852,0.270,37,7.4,15.8,0.000360,0.205,89.19,36.607,0.04487
108,Animal Cells and Systems,ANIM CELLS SYST,1976-8354,305,0.907,0.852,0.638,0.239,46,4.9,10.3,0.000490,0.148,100.00,19.929,0.06057
108,RAFFLES BULLETIN OF ZOOLOGY,RAFFLES B ZOOL,0217-2445,"1,530",0.907,0.769,1.115,0.140,50,10.2,15.7,0.001520,0.322,92.00,36.012,0.18554
110,Zoosystematics and Evolution,ZOOSYST EVOL,1860-0743,215,0.903,0.774,0.927,0.308,26,5.9,21.5,0.000420,0.309,92.31,34.821,0.05236
111,Veterinary Research Forum,VET RES FORUM,2008-8140,490,0.893,0.866,Not Available,0.089,56,5.3,11.6,0.000650,Not Available,100.00,34.226,0.08049
112,REDIA-GIORNALE DI ZOOLOGIA,REDIA,0370-4327,509,0.885,0.750,0.702,0.250,24,35.2,16.3,0.000310,0.193,95.83,33.631,0.03902
113,VETERINARY AND COMPARATIVE ORTHOPAEDICS AND TRAUMATOLOGY,VET COMP ORTHOPAED,0932-0814,"1,138",0.877,0.746,0.939,0.238,63,8.9,11.1,0.001130,0.247,95.24,35.356,0.13797
114,AFRICAN ZOOLOGY,AFR ZOOL,1562-7020,488,0.860,0.837,0.906,0.063,16,8.6,14.6,0.000480,0.275,75.00,32.440,0.05897
115,Zoologia,ZOOLOGIA-CURITIBA,1984-4689,755,0.852,0.761,0.951,0.105,38,7.1,14.1,0.001060,0.293,100.00,31.845,0.12939
116,AUSTRALIAN MAMMALOGY,AUST MAMMAL,0310-0049,527,0.846,0.667,1.000,0.658,38,7.5,12.8,0.000690,0.304,92.11,31.250,0.08472
116,URSUS,URSUS,1537-6176,491,0.846,0.846,1.111,0.000,13,13.0,13.2,0.000290,0.324,100.00,31.250,0.03593
118,ZOOLOGICAL SCIENCE,ZOOL SCI,0289-0003,"2,525",0.843,0.799,0.943,0.182,66,12.8,14.7,0.001410,0.276,100.00,30.060,0.17292
119,PACIFIC SCIENCE,PAC SCI,0030-8870,"1,475",0.824,0.730,0.995,0.156,32,20.0,14.2,0.000650,0.273,96.88,27.704,0.07942
120,AFRICAN INVERTEBRATES,AFR INVERTEBR,1681-5556,199,0.810,0.762,0.571,0.111,9,8.2,20.1,0.000290,0.220,88.89,25.225,0.03563
120,AFRICAN JOURNAL OF HERPETOLOGY,AFR J HERPETOL,2156-4574,181,0.810,0.810,0.709,0.000,6,10.4,14.7,0.000170,0.250,100.00,28.869,0.02115
122,JOURNAL OF CONCHOLOGY,J CONCHOL,0022-0019,263,0.784,0.703,0.578,0.000,16,15.1,19.4,0.000260,0.204,100.00,25.868,0.03204
123,ISJ-Invertebrate Survival Journal,ISJ-INVERT SURVIV J,1824-307X,493,0.780,0.646,1.016,0.105,19,7.5,10.1,0.000510,0.213,94.74,14.333,0.06305
124,ACTA AMAZONICA,ACTA AMAZON,0044-5967,"1,583",0.768,0.705,1.180,0.208,48,12.7,11.1,0.000870,0.283,100.00,19.521,0.10692
125,Herpetological Conservation and Biology,HERPETOL CONSERV BIO,2151-0733,702,0.761,0.694,0.942,0.158,57,6.5,14.3,0.001100,0.270,100.00,25.893,0.13501
126,North-Western Journal of Zoology,NORTH-WEST J ZOOL,1584-9074,417,0.750,0.690,0.842,0.240,25,5.8,12.7,0.000730,0.224,100.00,25.298,0.08985
127,AQUATIC MAMMALS,AQUAT MAMM,0167-5427,"1,199",0.748,0.619,0.993,0.500,60,11.8,12.3,0.000890,0.266,100.00,22.493,0.10967
128,REVUE SUISSE DE ZOOLOGIE,REV SUISSE ZOOL,0035-418X,923,0.732,0.512,0.661,0.107,28,30.1,22.4,0.000320,0.219,100.00,24.107,0.03977
129,TROPICAL ZOOLOGY,TROP ZOOL,0394-6975,301,0.704,0.704,0.569,0.167,12,18.0,18.6,0.000150,0.193,91.67,23.512,0.01936
130,African Journal of Wildlife Research,AFR J WILDL RES,2410-7220,86,0.700,0.700,1.122,Not Available,0,Not Available,Not Available,0.000350,0.379,Not Available,16.369,0.04317
131,Acta Herpetologica,ACTA HERPETOL,1827-9635,271,0.692,0.635,0.878,0.048,21,6.9,11.6,0.000380,0.231,100.00,22.321,0.04658
132,Nauplius,NAUPLIUS,0104-6497,275,0.690,0.634,Not Available,0.143,21,7.2,18.2,0.000410,Not Available,95.24,18.174,0.05007
133,ANNALS OF CARNEGIE MUSEUM,ANN CARNEGIE MUS,0097-4463,476,0.688,0.563,0.596,0.143,7,25.8,22.7,0.000110,0.197,85.71,14.656,0.01426
134,MAMMALIA,MAMMALIA,0025-1461,"1,318",0.679,0.610,0.778,0.241,79,14.9,13.2,0.001000,0.224,98.73,20.536,0.12289
135,HELMINTHOLOGIA,HELMINTHOLOGIA,0440-6605,563,0.674,0.596,0.655,0.136,44,9.7,13.1,0.000540,0.170,100.00,14.457,0.06697
136,SPIXIANA,SPIXIANA,0341-8391,323,0.659,0.659,0.548,0.091,22,15.6,12.9,0.000300,0.197,100.00,19.345,0.03762
137,ICHTHYOLOGICAL RESEARCH,ICHTHYOL RES,1341-8998,853,0.657,0.576,0.958,0.311,45,10.5,17.9,0.000850,0.282,95.56,17.414,0.10419
138,HERPETOZOA,HERPETOZOA,1013-4425,175,0.643,0.357,0.722,0.125,48,10.4,12.9,0.000140,0.162,100.00,18.155,0.01797
139,ACTA ICHTHYOLOGICA ET PISCATORIA,ACTA ICHTHYOL PISCAT,0137-1592,499,0.629,0.562,0.806,0.107,56,7.2,13.5,0.000620,0.205,98.21,17.742,0.07654
140,TURKISH JOURNAL OF ZOOLOGY,TURK J ZOOL,1300-0179,"1,133",0.628,0.623,0.814,0.151,73,7.2,14.1,0.001670,0.223,100.00,16.964,0.20376
141,AUSTRALIAN JOURNAL OF ZOOLOGY,AUST J ZOOL,0004-959X,"1,884",0.622,0.622,0.860,0.250,4,25.4,13.5,0.000750,0.268,100.00,16.369,0.09169
142,RECORDS OF THE AUSTRALIAN MUSEUM,REC AUST MUS,0067-1975,652,0.600,0.600,0.545,0.462,13,28.1,23.7,0.000110,0.165,76.92,15.774,0.01400
143,ACTA ZOOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE,ACTA ZOOL ACAD SCI H,1217-8837,598,0.591,0.523,0.725,0.161,31,21.4,13.2,0.000320,0.233,100.00,15.179,0.03915
144,INVERTEBRATE REPRODUCTION & DEVELOPMENT,INVERTEBR REPROD DEV,0792-4259,733,0.585,0.538,0.850,0.167,30,15.7,15.4,0.000580,0.268,100.00,8.154,0.07144
145,ZOOSYSTEMA,ZOOSYSTEMA,1280-9551,393,0.583,0.550,0.667,0.471,17,12.4,27.2,0.000400,0.236,94.12,13.988,0.04907
146,MAMMAL STUDY,MAMM STUDY,1343-4152,367,0.581,0.500,0.693,0.097,31,8.0,13.8,0.000380,0.204,96.77,13.393,0.04706
147,HERPETOLOGICAL JOURNAL,HERPETOL J,0268-0130,775,0.561,0.545,1.023,0.150,20,12.4,10.8,0.000630,0.294,95.00,12.798,0.07790
148,AMERICAN MALACOLOGICAL BULLETIN,AM MALACOL BULL,0740-2783,558,0.558,0.558,0.959,0.000,9,10.7,14.5,0.000450,0.295,100.00,10.111,0.05547
