"Journal Data Filtered By:  Selected JCR Year: 2018 Selected Editions: SCIE,SSCI Selected Categories: 'PLANT SCIENCES' Selected Category Scheme: WoS",,,,,,,,,,,,,,,,
Rank,Full Journal Title,JCR Abbreviated Title,ISSN,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,5-Year Impact Factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-life,Eigenfactor Score,Article Influence Score,% Articles in Citable Items,Average Journal Impact Factor Percentile,Normalized Eigenfactor
153,AMERICAN FERN JOURNAL,AM FERN J,0002-8444,620,1.067,0.967,1.164,0.214,14,20.6,12.4,0.000330,0.349,100.00,33.114,0.03996
154,NOVA HEDWIGIA,NOVA HEDWIGIA,0029-5035,"2,019",1.058,1.007,1.002,0.678,59,14.2,15.3,0.001480,0.277,98.31,32.675,0.17691
155,FOLIA GEOBOTANICA,FOLIA GEOBOT,1211-9520,"1,063",1.046,1.031,1.571,0.419,31,12.8,11.3,0.000920,0.454,100.00,32.237,0.10971
156,ACTA AMAZONICA,ACTA AMAZON,0044-5967,"1,521",1.042,1.010,1.100,0.043,47,11.5,10.2,0.000960,0.281,100.00,32.408,0.11482
157,AUSTRALIAN SYSTEMATIC BOTANY,AUST SYST BOT,1030-1887,708,1.039,0.922,1.433,0.757,37,12.1,13.5,0.000720,0.433,97.30,20.180,0.08620
158,JOURNAL OF PLANT BIOCHEMISTRY AND BIOTECHNOLOGY,J PLANT BIOCHEM BIOT,0971-7811,610,1.038,0.962,1.129,0.208,48,5.9,10.6,0.000860,0.240,95.83,19.403,0.10238
159,HERZOGIA,HERZOGIA,0018-0971,401,1.030,0.670,1.024,0.299,67,5.0,11.9,0.000510,0.192,100.00,30.482,0.06161
160,PHYTOPARASITICA,PHYTOPARASITICA,0334-2123,"1,299",1.022,0.963,1.284,0.338,68,9.0,11.9,0.001450,0.309,95.59,30.044,0.17236
161,Plant Ecology and Evolution,PLANT ECOL EVOL,2032-3913,383,1.015,0.985,1.249,0.250,36,4.9,14.2,0.000850,0.348,100.00,29.605,0.10095
162,WEED BIOLOGY AND MANAGEMENT,WEED BIOL MANAG,1444-6162,477,1.000,0.882,0.931,0.150,20,10.3,11.9,0.000290,0.224,90.00,36.774,0.03555
163,CANADIAN JOURNAL OF PLANT SCIENCE,CAN J PLANT SCI,0008-4220,"4,247",0.986,0.843,1.178,0.256,125,15.0,12.1,0.002230,0.275,99.20,35.431,0.26540
164,ACTA BOTANICA CROATICA,ACTA BOT CROAT,0365-0588,355,0.985,0.939,1.006,0.167,30,6.7,13.0,0.000530,0.251,96.67,28.289,0.06351
165,Tropical Plant Biology,TROP PLANT BIOL,1935-9756,335,0.975,0.850,1.274,0.267,15,6.8,7.9,0.000290,0.268,100.00,27.851,0.03531
166,Brazilian Journal of Botany,BRAZ J BOT,0100-8404,"1,622",0.958,0.907,0.995,0.244,86,11.5,11.4,0.001120,0.214,94.19,27.412,0.13412
167,Lazaroa,LAZAROA,0210-9778,147,0.947,0.947,1.261,Not Available,0,11.7,Not Available,0.000210,0.346,Not Available,26.974,0.02497
168,Journal of Plant Diseases and Protection,J PLANT DIS PROTECT,1861-3829,527,0.946,0.884,0.889,0.412,68,8.4,10.9,0.000560,0.205,89.71,34.250,0.06680
169,RUSSIAN JOURNAL OF PLANT PHYSIOLOGY,RUSS J PLANT PHYSL+,1021-4437,"1,671",0.940,0.815,0.965,0.149,101,8.7,9.9,0.001180,0.173,90.10,26.096,0.14091
170,Annali di Botanica,ANN BOT-COENOL PLANT,0365-0812,106,0.938,0.813,Not Available,0.111,9,5.6,16.0,0.000200,Not Available,100.00,17.529,0.02394
171,Botanical Sciences,BOT SCI,2007-4298,301,0.936,0.853,0.974,0.047,43,3.7,12.5,0.000810,0.227,100.00,25.219,0.09673
172,Indian Journal of Traditional Knowledge,INDIAN J TRADIT KNOW,0972-5938,"1,202",0.920,0.457,0.844,0.333,102,7.7,9.1,0.000690,0.106,97.06,24.781,0.08196
173,BOTANICA MARINA,BOT MAR,0006-8055,"2,175",0.919,0.778,1.336,0.346,52,16.4,10.9,0.000930,0.299,94.23,25.828,0.11158
174,ISRAEL JOURNAL OF PLANT SCIENCES,ISR J PLANT SCI,0792-9978,454,0.908,0.862,0.905,0.286,21,11.7,11.4,0.000260,0.192,66.67,23.904,0.03169
175,GRANA,GRANA,0017-3134,"1,173",0.907,0.815,1.208,0.321,28,19.2,13.9,0.000550,0.320,100.00,23.465,0.06534
176,NORDIC JOURNAL OF BOTANY,NORD J BOT,0107-055X,"1,359",0.890,0.735,0.827,0.148,142,10.0,14.7,0.001650,0.244,100.00,23.026,0.19606
177,JOURNAL OF GENERAL PLANT PATHOLOGY,J GEN PLANT PATHOL,1345-2630,912,0.887,0.745,1.164,0.230,61,8.5,12.2,0.001040,0.276,96.72,22.588,0.12407
178,Plant Biotechnology,PLANT BIOTECHNOL-NAR,1342-4580,943,0.886,0.823,1.057,0.135,52,8.4,10.1,0.000920,0.267,98.08,15.241,0.10947
178,Wulfenia,WULFENIA,1561-882X,164,0.886,0.750,1.482,0.053,19,4.4,18.9,0.000240,0.222,100.00,22.149,0.02889
180,Botany Letters,BOT LETT,2381-8107,110,0.883,0.740,0.883,0.841,44,1.6,11.0,0.000250,0.250,100.00,21.272,0.03017
181,Comparative Cytogenetics,COMP CYTOGENET,1993-0771,333,0.882,0.627,1.065,0.345,29,4.6,13.2,0.000770,0.295,96.55,22.351,0.09256
182,BLUMEA,BLUMEA,0006-5196,616,0.854,0.683,0.704,0.370,27,15.3,26.7,0.000270,0.182,100.00,20.395,0.03285
183,CANADIAN JOURNAL OF PLANT PATHOLOGY,CAN J PLANT PATHOL,0706-0661,"1,678",0.846,0.803,1.197,0.329,70,13.5,9.7,0.001160,0.299,98.57,19.956,0.13793
184,JOURNAL OF PLANT PATHOLOGY,J PLANT PATHOL,1125-4653,"1,511",0.818,0.729,1.041,0.123,57,8.4,11.2,0.001400,0.244,96.49,19.518,0.16637
185,BRITTONIA,BRITTONIA,0007-196X,"1,032",0.794,0.701,0.792,0.306,49,21.4,15.3,0.000690,0.231,100.00,19.079,0.08209
186,Planta Daninha,PLANTA DANINHA,0100-8358,"1,270",0.791,0.435,0.893,0.114,149,8.5,11.1,0.000840,0.140,100.00,18.640,0.10006
187,JOURNAL OF AQUATIC PLANT MANAGEMENT,J AQUAT PLANT MANAGE,0146-6623,591,0.788,0.424,0.559,0.235,17,16.7,15.1,0.000120,0.091,100.00,18.592,0.01458
188,JOURNAL OF THE TORREY BOTANICAL SOCIETY,J TORREY BOT SOC,1095-5674,699,0.756,0.718,0.764,0.172,29,11.4,13.5,0.000510,0.214,100.00,17.763,0.06106
189,JOURNAL OF PLANT NUTRITION,J PLANT NUTR,0190-4167,"4,742",0.753,0.698,0.864,0.230,243,13.8,13.1,0.002200,0.175,96.71,17.325,0.26137
190,ANNALES BOTANICI FENNICI,ANN BOT FENN,0003-3847,917,0.731,0.635,0.716,0.286,42,12.2,12.5,0.000740,0.193,100.00,16.886,0.08856
191,ACTA SOCIETATIS BOTANICORUM POLONIAE,ACTA SOC BOT POL,0001-6977,747,0.718,0.682,1.041,0.410,39,9.1,12.1,0.000750,0.257,94.87,16.447,0.08907
192,Plant Genetic Resources-Characterization and Utilization,PLANT GENET RESOUR-C,1479-2621,569,0.717,0.687,0.792,0.471,68,7.3,11.6,0.000740,0.222,97.06,16.009,0.08882
193,Acta Phytotaxonomica et Geobotanica,ACTA PHYTOTAX GEOBOT,1346-7565,144,0.714,0.524,Not Available,0.238,21,9.0,12.7,0.000150,Not Available,100.00,15.570,0.01876
194,CASTANEA,CASTANEA,0008-7475,397,0.700,0.700,0.480,0.125,24,17.4,14.1,0.000160,0.131,100.00,15.132,0.02008
195,Journal of Plant Registrations,J PLANT REGIST,1936-5209,614,0.692,0.590,0.800,0.216,74,6.5,13.0,0.000750,0.174,100.00,19.425,0.09011
196,Journal of Essential Oil Bearing Plants,J ESSENT OIL BEAR PL,0972-060X,"1,144",0.688,0.549,0.748,0.074,136,5.2,9.7,0.001380,0.118,97.79,14.254,0.16414
197,COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS,COMMUN SOIL SCI PLAN,0010-3624,"5,644",0.687,0.609,0.784,0.086,243,16.1,12.5,0.002690,0.165,98.77,11.640,0.32008
198,KEW BULLETIN,KEW BULL,0075-5974,"1,356",0.680,0.485,0.662,0.352,54,19.5,15.9,0.000720,0.200,100.00,13.377,0.08614
199,Invasive Plant Science and Management,INVAS PLANT SCI MANA,1939-7291,580,0.672,0.463,1.030,0.080,25,6.7,10.5,0.000760,0.252,96.00,12.939,0.09120
199,PAKISTAN JOURNAL OF BOTANY,PAK J BOT,0556-3321,"4,376",0.672,0.407,0.770,0.238,303,7.9,10.5,0.002640,0.117,99.34,12.939,0.31430
201,Acta Botanica Mexicana,ACTA BOT MEX,0187-7151,467,0.661,0.429,0.727,0.077,39,10.9,12.1,0.000300,0.164,100.00,12.061,0.03571
202,Czech Journal of Genetics and Plant Breeding,CZECH J GENET PLANT,1212-1975,275,0.652,0.652,0.641,0.074,27,7.6,11.4,0.000280,0.163,92.59,16.205,0.03348
203,Notulae Botanicae Horti Agrobotanici Cluj-Napoca,NOT BOT HORTI AGROBO,0255-965X,927,0.624,0.590,0.914,0.378,90,6.2,10.5,0.000980,0.169,96.67,11.184,0.11694
204,TAIWANIA,TAIWANIA,0372-333X,350,0.602,0.441,Not Available,0.204,49,8.2,12.2,0.000380,Not Available,100.00,10.746,0.04605
205,MAYDICA,MAYDICA,0025-6153,680,0.578,0.438,0.667,0.160,25,13.2,11.3,0.000310,0.146,92.00,14.423,0.03776
206,ADANSONIA,ADANSONIA,1280-8571,316,0.576,0.455,0.705,0.500,14,14.2,16.6,0.000260,0.229,100.00,9.868,0.03162
207,CANDOLLEA,CANDOLLEA,0373-2967,390,0.561,0.424,0.477,0.115,26,23.3,14.8,0.000250,0.128,100.00,9.430,0.02990
208,SEED SCIENCE AND TECHNOLOGY,SEED SCI TECHNOL,0251-0952,"1,373",0.508,0.415,0.713,0.059,51,14.9,12.4,0.000490,0.140,100.00,14.998,0.05902
209,INDIAN JOURNAL OF GENETICS AND PLANT BREEDING,INDIAN J GENET PL BR,0019-5200,550,0.465,0.303,0.464,0.099,71,10.1,10.9,0.000440,0.080,100.00,8.553,0.05263
210,CALDASIA,CALDASIA,0366-5232,367,0.458,0.333,0.445,0.029,34,13.4,12.8,0.000180,0.104,100.00,9.498,0.02246
211,ANALES DEL JARDIN BOTANICO DE MADRID,AN JARDIN BOT MADRID,0211-1322,355,0.421,0.421,0.783,0.000,12,12.2,13.1,0.000280,0.264,100.00,7.675,0.03437
212,NOVON,NOVON,1055-3177,609,0.403,0.278,0.472,0.163,43,12.5,14.4,0.000390,0.128,100.00,7.237,0.04704
213,Boletin de la Sociedad Argentina de Botanica,B SOC ARGENT BOT,1851-2372,473,0.388,0.336,0.491,0.051,59,11.9,13.2,0.000440,0.122,100.00,6.798,0.05332
214,RHODORA,RHODORA,0035-4902,361,0.383,0.255,0.434,0.056,18,34.2,18.2,0.000140,0.102,100.00,6.360,0.01692
215,GAYANA BOTANICA,GAYANA BOT,0717-6643,300,0.382,0.263,0.449,0.179,28,8.0,12.9,0.000240,0.100,100.00,5.921,0.02891
216,Bangladesh Journal of Plant Taxonomy,BANGL J PLANT TAXON,1028-2092,127,0.344,0.197,0.463,0.036,28,6.0,17.7,0.000180,0.104,100.00,5.482,0.02213
217,TELOPEA,TELOPEA,0312-9764,227,0.322,0.322,0.294,Not Available,0,12.3,Not Available,0.000220,0.085,Not Available,5.044,0.02716
218,PHYTOPROTECTION,PHYTOPROTECTION,0031-9511,138,0.286,0.286,0.292,Not Available,0,18.7,Not Available,0.000020,0.076,Not Available,4.605,0.00288
219,ACTA BIOLOGICA COLOMBIANA,ACTA BIOL COLOMB,1900-1649,257,0.283,0.264,Not Available,0.156,32,5.6,11.2,0.000350,Not Available,100.00,2.819,0.04245
220,PHYTON-INTERNATIONAL JOURNAL OF EXPERIMENTAL BOTANY,PHYTON-INT J EXP BOT,1851-5657,251,0.282,0.224,0.394,0.000,37,7.8,11.7,0.000210,0.068,97.30,3.728,0.02526
221,IHERINGIA SERIE BOTANICA,IHERINGIA SER BOT,0073-4705,160,0.269,0.256,0.337,0.059,34,9.2,13.3,0.000190,0.085,100.00,3.289,0.02261
222,PHYTON-ANNALES REI BOTANICAE,PHYTON-ANN REI BOT A,0079-2047,369,0.216,0.162,0.283,0.143,14,17.8,29.4,0.000080,0.065,100.00,2.851,0.01003
223,BANGLADESH JOURNAL OF BOTANY,BANGL J BOT,0253-5416,273,0.214,0.182,0.247,0.056,125,5.4,11.3,0.000360,0.049,100.00,2.412,0.04364
224,Bradleya,BRADLEYA,0265-086X,79,0.200,0.020,0.177,0.143,21,Not Available,21.3,0.000020,0.014,100.00,1.974,0.00239
225,HASELTONIA,HASELTONIA,1070-0048,69,0.120,0.120,0.345,Not Available,0,Not Available,Not Available,0.000090,0.128,Not Available,1.535,0.01101
226,Zeitschrift fur Arznei- & Gewurzpflanzen,Z ARZNEI- GEWURZPFLA,1431-9292,47,0.080,0.060,0.100,0.045,22,Not Available,12.8,0.000020,0.017,95.45,1.096,0.00267
227,Gorteria,GORTERIA,0017-2294,30,0.000,0.000,0.137,0.182,11,Not Available,22.5,0.000010,0.021,100.00,0.658,0.00171
228,Mediterranean Botany,MEDITERR BOT,2603-9109,19,Not Available,0.000,Not Available,1.118,17,Not Available,10.9,0.000000,Not Available,100.00,0.219,0.00000
Copyright © 2019 Clarivate Analytics,,,,,,,,,,,,,,,,
"By exporting the selected data, you agree to the data usage policy set forth in the Terms of Use",,,,,,,,,,,,,,,,
